PER,Región/Estado,Ciudad,Distrito,Zip/Postal Code From,Zip/Postal Code To,Weight From,Weight To,Precio de envío,Delivery Type
PER,JUNIN                                                                           ,JAUJA                                                                           ,EL MANTARO                                                                      ,*,*,15.42,17.6,24,Olva Courier
PER,JUNIN                                                                           ,JAUJA                                                                           ,HUAMALI                                                                         ,*,*,15.42,17.6,34.5,Serpost
PER,JUNIN                                                                           ,JAUJA                                                                           ,HUARIPAMPA                                                                      ,*,*,17.62,19.8,26,Olva Courier
PER,JUNIN                                                                           ,JAUJA                                                                           ,HUERTAS                                                                         ,*,*,17.62,19.8,38.5,Serpost
PER,JUNIN                                                                           ,JAUJA                                                                           ,JANJAILLO                                                                       ,*,*,19.82,22,28,Olva Courier
PER,JUNIN                                                                           ,JAUJA                                                                           ,JULCAN                                                                          ,*,*,19.82,22,42.5,Serpost
PER,JUNIN                                                                           ,JAUJA                                                                           ,LEONOR ORDOÑEZ                                                                  ,*,*,0,2.2,5.5,Serpost
PER,JUNIN                                                                           ,JAUJA                                                                           ,LLOCLLAPAMPA                                                                    ,*,*,0,99,0,Recoger en tienda
PER,JUNIN                                                                           ,JAUJA                                                                           ,MARCO                                                                           ,*,*,0,2.2,6,Olva Courier
PER,JUNIN                                                                           ,JAUJA                                                                           ,MASMA                                                                           ,*,*,2.22,4.4,7.5,Olva Courier
PER,JUNIN                                                                           ,JAUJA                                                                           ,MASMA CHICCHE                                                                   ,*,*,2.22,4.4,7.5,Serpost
PER,JUNIN                                                                           ,JAUJA                                                                           ,MOLINOS                                                                         ,*,*,4.42,6.6,9,Olva Courier
PER,JUNIN                                                                           ,JAUJA                                                                           ,MONOBAMBA                                                                       ,*,*,4.42,6.6,9.5,Serpost
PER,JUNIN                                                                           ,JAUJA                                                                           ,MUQUI                                                                           ,*,*,6.62,8.8,10.5,Olva Courier
PER,JUNIN                                                                           ,JAUJA                                                                           ,MUQUIYAUYO                                                                      ,*,*,6.62,8.8,11.5,Serpost
PER,JUNIN                                                                           ,JAUJA                                                                           ,PACA                                                                            ,*,*,8.82,11,12,Olva Courier
PER,JUNIN                                                                           ,JAUJA                                                                           ,PACCHA                                                                          ,*,*,8.82,11,13.5,Serpost
PER,JUNIN                                                                           ,JAUJA                                                                           ,PANCAN                                                                          ,*,*,11.02,13.2,13.5,Olva Courier
PER,JUNIN                                                                           ,JAUJA                                                                           ,PARCO                                                                           ,*,*,11.02,13.2,15.5,Serpost
PER,JUNIN                                                                           ,JAUJA                                                                           ,POMACANCHA                                                                      ,*,*,13.22,15.4,15,Olva Courier
PER,JUNIN                                                                           ,JAUJA                                                                           ,RICRAN                                                                          ,*,*,13.22,15.4,17.5,Serpost
PER,JUNIN                                                                           ,JAUJA                                                                           ,SAN LORENZO                                                                     ,*,*,15.42,17.6,19.5,Serpost
PER,JUNIN                                                                           ,JAUJA                                                                           ,SAN PEDRO DE CHUNAN                                                             ,*,*,15.42,17.6,16.5,Olva Courier
PER,JUNIN                                                                           ,JAUJA                                                                           ,SAUSA                                                                           ,*,*,17.62,19.8,21.5,Serpost
PER,JUNIN                                                                           ,JAUJA                                                                           ,SINCOS                                                                          ,*,*,17.62,19.8,18,Olva Courier
PER,JUNIN                                                                           ,JAUJA                                                                           ,TUNAN MARCA                                                                     ,*,*,19.82,22,23.5,Serpost
PER,JUNIN                                                                           ,JAUJA                                                                           ,YAULI                                                                           ,*,*,19.82,22,19.5,Olva Courier
PER,JUNIN                                                                           ,JAUJA                                                                           ,YAUYOS                                                                          ,*,*,0,2.2,5.5,Serpost
PER,JUNIN                                                                           ,JUNIN                                                                           ,JUNIN                                                                           ,*,*,0,99,0,Recoger en tienda
PER,JUNIN                                                                           ,JUNIN                                                                           ,CARHUAMAYO                                                                      ,*,*,0,2.2,6,Olva Courier
PER,JUNIN                                                                           ,JUNIN                                                                           ,ONDORES                                                                         ,*,*,2.22,4.4,7.5,Olva Courier
PER,JUNIN                                                                           ,JUNIN                                                                           ,ULCUMAYO                                                                        ,*,*,2.22,4.4,7.5,Serpost
PER,JUNIN                                                                           ,SATIPO                                                                          ,SATIPO                                                                          ,*,*,4.42,6.6,9,Olva Courier
PER,JUNIN                                                                           ,SATIPO                                                                          ,COVIRIALI                                                                       ,*,*,4.42,6.6,9.5,Serpost
PER,JUNIN                                                                           ,SATIPO                                                                          ,LLAYLLA                                                                         ,*,*,6.62,8.8,10.5,Olva Courier
PER,JUNIN                                                                           ,SATIPO                                                                          ,MAZAMARI                                                                        ,*,*,6.62,8.8,11.5,Serpost
PER,JUNIN                                                                           ,SATIPO                                                                          ,PAMPA HERMOSA                                                                   ,*,*,8.82,11,12,Olva Courier
PER,JUNIN                                                                           ,SATIPO                                                                          ,PANGOA                                                                          ,*,*,8.82,11,13.5,Serpost
PER,JUNIN                                                                           ,SATIPO                                                                          ,RIO NEGRO                                                                       ,*,*,11.02,13.2,13.5,Olva Courier
PER,JUNIN                                                                           ,SATIPO                                                                          ,RIO TAMBO                                                                       ,*,*,11.02,13.2,15.5,Serpost
PER,JUNIN                                                                           ,TARMA                                                                           ,TARMA                                                                           ,*,*,13.22,15.4,15,Olva Courier
PER,JUNIN                                                                           ,TARMA                                                                           ,ACOBAMBA                                                                        ,*,*,13.22,15.4,17.5,Serpost
PER,JUNIN                                                                           ,TARMA                                                                           ,HUARICOLCA                                                                      ,*,*,15.42,17.6,19.5,Serpost
PER,JUNIN                                                                           ,TARMA                                                                           ,HUASAHUASI                                                                      ,*,*,15.42,17.6,16.5,Olva Courier
PER,JUNIN                                                                           ,TARMA                                                                           ,LA UNION                                                                        ,*,*,17.62,19.8,21.5,Serpost
PER,JUNIN                                                                           ,TARMA                                                                           ,PALCA                                                                           ,*,*,17.62,19.8,18,Olva Courier
PER,JUNIN                                                                           ,TARMA                                                                           ,PALCAMAYO                                                                       ,*,*,19.82,22,23.5,Serpost
PER,JUNIN                                                                           ,TARMA                                                                           ,SAN PEDRO DE CAJAS                                                              ,*,*,19.82,22,19.5,Olva Courier
PER,JUNIN                                                                           ,TARMA                                                                           ,TAPO                                                                            ,*,*,19.82,22,19.5,Olva Courier
PER,JUNIN                                                                           ,YAULI                                                                           ,LA OROYA                                                                        ,*,*,2.22,4.4,10.5,Serpost
PER,JUNIN                                                                           ,YAULI                                                                           ,CHACAPALPA                                                                      ,*,*,2.22,4.4,10.5,Serpost
PER,JUNIN                                                                           ,YAULI                                                                           ,HUAY-HUAY                                                                       ,*,*,2.22,4.4,12,Olva Courier
PER,JUNIN                                                                           ,YAULI                                                                           ,MARCAPOMACOCHA                                                                  ,*,*,4.42,6.6,14.5,Serpost
PER,JUNIN                                                                           ,YAULI                                                                           ,MOROCOCHA                                                                       ,*,*,4.42,6.6,14,Olva Courier
PER,JUNIN                                                                           ,YAULI                                                                           ,PACCHA                                                                          ,*,*,6.62,8.8,18.5,Serpost
PER,JUNIN                                                                           ,YAULI                                                                           ,SANTA BARBARA DE CARHUACAYAN                                                    ,*,*,6.62,8.8,16,Olva Courier
PER,JUNIN                                                                           ,YAULI                                                                           ,SANTA ROSA DE SACCO                                                             ,*,*,8.82,11,22.5,Serpost
PER,JUNIN                                                                           ,YAULI                                                                           ,SUITUCANCHA                                                                     ,*,*,8.82,11,18,Olva Courier
PER,JUNIN                                                                           ,YAULI                                                                           ,YAULI                                                                           ,*,*,11.02,13.2,26.5,Serpost
PER,LA LIBERTAD                                                                     ,ASCOPE                                                                          ,ASCOPE                                                                          ,*,*,11.02,13.2,20,Olva Courier
PER,LA LIBERTAD                                                                     ,ASCOPE                                                                          ,CHICAMA                                                                         ,*,*,13.22,15.4,30.5,Serpost
PER,LA LIBERTAD                                                                     ,ASCOPE                                                                          ,CHOCOPE                                                                         ,*,*,13.22,15.4,22,Olva Courier
PER,LA LIBERTAD                                                                     ,ASCOPE                                                                          ,MAGDALENA DE CAO                                                                ,*,*,15.42,17.6,24,Olva Courier
PER,LA LIBERTAD                                                                     ,ASCOPE                                                                          ,PAIJAN                                                                          ,*,*,15.42,17.6,34.5,Serpost
PER,LA LIBERTAD                                                                     ,ASCOPE                                                                          ,RAZURI                                                                          ,*,*,17.62,19.8,26,Olva Courier
PER,LA LIBERTAD                                                                     ,ASCOPE                                                                          ,SANTIAGO DE CAO                                                                 ,*,*,17.62,19.8,38.5,Serpost
PER,LA LIBERTAD                                                                     ,ASCOPE                                                                          ,CASA GRANDE                                                                     ,*,*,19.82,22,28,Olva Courier
PER,LA LIBERTAD                                                                     ,BOLIVAR                                                                         ,BOLIVAR                                                                         ,*,*,19.82,22,42.5,Serpost
PER,LA LIBERTAD                                                                     ,BOLIVAR                                                                         ,BAMBAMARCA                                                                      ,*,*,0,2.2,5.5,Serpost
PER,LA LIBERTAD                                                                     ,BOLIVAR                                                                         ,CONDORMARCA /1                                                                  ,*,*,0,99,0,Recoger en tienda
PER,LA LIBERTAD                                                                     ,BOLIVAR                                                                         ,LONGOTEA                                                                        ,*,*,0,2.2,6,Olva Courier
PER,LA LIBERTAD                                                                     ,BOLIVAR                                                                         ,UCHUMARCA                                                                       ,*,*,2.22,4.4,7.5,Olva Courier
PER,LA LIBERTAD                                                                     ,BOLIVAR                                                                         ,UCUNCHA                                                                         ,*,*,2.22,4.4,7.5,Serpost
PER,LA LIBERTAD                                                                     ,CHEPEN                                                                          ,CHEPEN                                                                          ,*,*,4.42,6.6,9,Olva Courier
PER,LA LIBERTAD                                                                     ,CHEPEN                                                                          ,PACANGA                                                                         ,*,*,4.42,6.6,9.5,Serpost
PER,LA LIBERTAD                                                                     ,CHEPEN                                                                          ,PUEBLO NUEVO                                                                    ,*,*,6.62,8.8,10.5,Olva Courier
PER,LA LIBERTAD                                                                     ,GRAN CHIMU                                                                      ,CASCAS                                                                          ,*,*,6.62,8.8,11.5,Serpost
PER,LA LIBERTAD                                                                     ,GRAN CHIMU                                                                      ,LUCMA                                                                           ,*,*,8.82,11,12,Olva Courier
PER,LA LIBERTAD                                                                     ,GRAN CHIMU                                                                      ,COMPIN                                                                          ,*,*,8.82,11,13.5,Serpost
PER,LA LIBERTAD                                                                     ,GRAN CHIMU                                                                      ,SAYAPULLO                                                                       ,*,*,11.02,13.2,13.5,Olva Courier
PER,LA LIBERTAD                                                                     ,JULCAN                                                                          ,JULCAN                                                                          ,*,*,11.02,13.2,15.5,Serpost
PER,LA LIBERTAD                                                                     ,JULCAN                                                                          ,CALAMARCA                                                                       ,*,*,13.22,15.4,15,Olva Courier
PER,LA LIBERTAD                                                                     ,JULCAN                                                                          ,CARABAMBA                                                                       ,*,*,13.22,15.4,17.5,Serpost
PER,LA LIBERTAD                                                                     ,JULCAN                                                                          ,HUASO                                                                           ,*,*,15.42,17.6,19.5,Serpost
PER,LA LIBERTAD                                                                     ,OTUZCO                                                                          ,OTUZCO                                                                          ,*,*,15.42,17.6,16.5,Olva Courier
PER,LA LIBERTAD                                                                     ,OTUZCO                                                                          ,AGALLPAMPA                                                                      ,*,*,17.62,19.8,21.5,Serpost
PER,LA LIBERTAD                                                                     ,OTUZCO                                                                          ,CHARAT                                                                          ,*,*,17.62,19.8,18,Olva Courier
PER,LA LIBERTAD                                                                     ,OTUZCO                                                                          ,HUARANCHAL                                                                      ,*,*,19.82,22,23.5,Serpost
PER,LA LIBERTAD                                                                     ,OTUZCO                                                                          ,LA CUESTA                                                                       ,*,*,19.82,22,19.5,Olva Courier
PER,LA LIBERTAD                                                                     ,OTUZCO                                                                          ,MACHE                                                                           ,*,*,0,2.2,5.5,Serpost
PER,LA LIBERTAD                                                                     ,OTUZCO                                                                          ,PARANDAY                                                                        ,*,*,0,99,0,Recoger en tienda
PER,LA LIBERTAD                                                                     ,OTUZCO                                                                          ,SALPO                                                                           ,*,*,0,2.2,6,Olva Courier
PER,LA LIBERTAD                                                                     ,OTUZCO                                                                          ,SINSICAP                                                                        ,*,*,2.22,4.4,7.5,Olva Courier
PER,LA LIBERTAD                                                                     ,OTUZCO                                                                          ,USQUIL                                                                          ,*,*,2.22,4.4,7.5,Serpost
PER,LA LIBERTAD                                                                     ,PACASMAYO                                                                       ,SAN PEDRO DE LLOC                                                               ,*,*,4.42,6.6,9,Olva Courier
PER,LA LIBERTAD                                                                     ,PACASMAYO                                                                       ,GUADALUPE                                                                       ,*,*,4.42,6.6,9.5,Serpost
PER,LA LIBERTAD                                                                     ,PACASMAYO                                                                       ,JEQUETEPEQUE                                                                    ,*,*,6.62,8.8,10.5,Olva Courier
PER,LA LIBERTAD                                                                     ,PACASMAYO                                                                       ,PACASMAYO                                                                       ,*,*,6.62,8.8,11.5,Serpost
PER,LA LIBERTAD                                                                     ,PACASMAYO                                                                       ,SAN JOSE                                                                        ,*,*,8.82,11,12,Olva Courier
PER,LA LIBERTAD                                                                     ,PATAZ                                                                           ,TAYABAMBA                                                                       ,*,*,8.82,11,13.5,Serpost
PER,LA LIBERTAD                                                                     ,PATAZ                                                                           ,BULDIBUYO                                                                       ,*,*,11.02,13.2,13.5,Olva Courier
PER,LA LIBERTAD                                                                     ,PATAZ                                                                           ,CHILLIA                                                                         ,*,*,11.02,13.2,15.5,Serpost
PER,LA LIBERTAD                                                                     ,PATAZ                                                                           ,HUANCASPATA                                                                     ,*,*,13.22,15.4,15,Olva Courier
PER,LA LIBERTAD                                                                     ,PATAZ                                                                           ,HUAYLILLAS                                                                      ,*,*,13.22,15.4,17.5,Serpost
PER,LA LIBERTAD                                                                     ,PATAZ                                                                           ,HUAYO                                                                           ,*,*,15.42,17.6,19.5,Serpost
PER,LA LIBERTAD                                                                     ,PATAZ                                                                           ,ONGON                                                                           ,*,*,15.42,17.6,16.5,Olva Courier
PER,LA LIBERTAD                                                                     ,PATAZ                                                                           ,PARCOY                                                                          ,*,*,17.62,19.8,21.5,Serpost
PER,LA LIBERTAD                                                                     ,PATAZ                                                                           ,PATAZ                                                                           ,*,*,17.62,19.8,18,Olva Courier
PER,LA LIBERTAD                                                                     ,PATAZ                                                                           ,PIAS                                                                            ,*,*,19.82,22,23.5,Serpost
PER,LA LIBERTAD                                                                     ,PATAZ                                                                           ,SANTIAGO DE CHALLAS                                                             ,*,*,19.82,22,19.5,Olva Courier
PER,LA LIBERTAD                                                                     ,PATAZ                                                                           ,TAURIJA                                                                         ,*,*,19.82,22,19.5,Olva Courier
PER,LA LIBERTAD                                                                     ,PATAZ                                                                           ,URPAY                                                                           ,*,*,2.22,4.4,10.5,Serpost
PER,LA LIBERTAD                                                                     ,SANCHEZ CARRION                                                                 ,HUAMACHUCO                                                                      ,*,*,2.22,4.4,10.5,Serpost
PER,LA LIBERTAD                                                                     ,SANCHEZ CARRION                                                                 ,CHUGAY                                                                          ,*,*,2.22,4.4,12,Olva Courier
PER,LA LIBERTAD                                                                     ,SANCHEZ CARRION                                                                 ,COCHORCO                                                                        ,*,*,4.42,6.6,14.5,Serpost
PER,LA LIBERTAD                                                                     ,SANCHEZ CARRION                                                                 ,CURGOS                                                                          ,*,*,4.42,6.6,14,Olva Courier
PER,LA LIBERTAD                                                                     ,SANCHEZ CARRION                                                                 ,MARCABAL                                                                        ,*,*,6.62,8.8,18.5,Serpost
PER,LA LIBERTAD                                                                     ,SANCHEZ CARRION                                                                 ,SANAGORAN                                                                       ,*,*,6.62,8.8,16,Olva Courier
PER,LA LIBERTAD                                                                     ,SANCHEZ CARRION                                                                 ,SARIN                                                                           ,*,*,8.82,11,22.5,Serpost
PER,LA LIBERTAD                                                                     ,SANCHEZ CARRION                                                                 ,SARTIMBAMBA                                                                     ,*,*,8.82,11,18,Olva Courier
PER,LA LIBERTAD                                                                     ,SANTIAGO DE CHUCO                                                               ,SANTIAGO DE CHUCO                                                               ,*,*,11.02,13.2,26.5,Serpost
PER,LA LIBERTAD                                                                     ,SANTIAGO DE CHUCO                                                               ,ANGASMARCA                                                                      ,*,*,11.02,13.2,20,Olva Courier
PER,LA LIBERTAD                                                                     ,SANTIAGO DE CHUCO                                                               ,CACHICADAN                                                                      ,*,*,13.22,15.4,30.5,Serpost
PER,LA LIBERTAD                                                                     ,SANTIAGO DE CHUCO                                                               ,MOLLEBAMBA                                                                      ,*,*,13.22,15.4,22,Olva Courier
PER,LA LIBERTAD                                                                     ,SANTIAGO DE CHUCO                                                               ,MOLLEPATA                                                                       ,*,*,15.42,17.6,24,Olva Courier
PER,LA LIBERTAD                                                                     ,SANTIAGO DE CHUCO                                                               ,QUIRUVILCA                                                                      ,*,*,15.42,17.6,34.5,Serpost
PER,LA LIBERTAD                                                                     ,SANTIAGO DE CHUCO                                                               ,SANTA CRUZ DE CHUCA                                                             ,*,*,17.62,19.8,26,Olva Courier
PER,LA LIBERTAD                                                                     ,SANTIAGO DE CHUCO                                                               ,SITABAMBA                                                                       ,*,*,17.62,19.8,38.5,Serpost
PER,LA LIBERTAD                                                                     ,TRUJILLO                                                                        ,TRUJILLO                                                                        ,*,*,19.82,22,28,Olva Courier
PER,LA LIBERTAD                                                                     ,TRUJILLO                                                                        ,EL PORVENIR                                                                     ,*,*,19.82,22,42.5,Serpost
PER,LA LIBERTAD                                                                     ,TRUJILLO                                                                        ,FLORENCIA DE MORA                                                               ,*,*,0,2.2,5.5,Serpost
PER,LA LIBERTAD                                                                     ,TRUJILLO                                                                        ,HUANCHACO                                                                       ,*,*,0,99,0,Recoger en tienda
PER,LA LIBERTAD                                                                     ,TRUJILLO                                                                        ,LA ESPERANZA                                                                    ,*,*,0,2.2,6,Olva Courier
PER,LA LIBERTAD                                                                     ,TRUJILLO                                                                        ,LAREDO                                                                          ,*,*,2.22,4.4,7.5,Olva Courier
PER,LA LIBERTAD                                                                     ,TRUJILLO                                                                        ,MOCHE                                                                           ,*,*,2.22,4.4,7.5,Serpost
PER,LA LIBERTAD                                                                     ,TRUJILLO                                                                        ,POROTO                                                                          ,*,*,4.42,6.6,9,Olva Courier
PER,LA LIBERTAD                                                                     ,TRUJILLO                                                                        ,SALAVERRY                                                                       ,*,*,4.42,6.6,9.5,Serpost
PER,LA LIBERTAD                                                                     ,TRUJILLO                                                                        ,SIMBAL                                                                          ,*,*,6.62,8.8,10.5,Olva Courier
PER,LA LIBERTAD                                                                     ,TRUJILLO                                                                        ,VICTOR LARCO HERRERA                                                            ,*,*,6.62,8.8,11.5,Serpost
PER,LA LIBERTAD                                                                     ,VIRU                                                                            ,VIRU                                                                            ,*,*,8.82,11,12,Olva Courier
PER,LA LIBERTAD                                                                     ,VIRU                                                                            ,CHAO                                                                            ,*,*,8.82,11,13.5,Serpost
PER,LA LIBERTAD                                                                     ,VIRU                                                                            ,GUADALUPITO                                                                     ,*,*,11.02,13.2,13.5,Olva Courier
PER,LAMBAYEQUE                                                                      ,CHICLAYO                                                                        ,CHICLAYO                                                                        ,*,*,11.02,13.2,15.5,Serpost
PER,LAMBAYEQUE                                                                      ,CHICLAYO                                                                        ,CHONGOYAPE                                                                      ,*,*,13.22,15.4,15,Olva Courier
PER,LAMBAYEQUE                                                                      ,CHICLAYO                                                                        ,ETEN                                                                            ,*,*,13.22,15.4,17.5,Serpost
PER,LAMBAYEQUE                                                                      ,CHICLAYO                                                                        ,ETEN PUERTO                                                                     ,*,*,15.42,17.6,19.5,Serpost
PER,LAMBAYEQUE                                                                      ,CHICLAYO                                                                        ,JOSE LEONARDO ORTIZ                                                             ,*,*,15.42,17.6,16.5,Olva Courier
PER,LAMBAYEQUE                                                                      ,CHICLAYO                                                                        ,LA VICTORIA                                                                     ,*,*,17.62,19.8,21.5,Serpost
PER,LAMBAYEQUE                                                                      ,CHICLAYO                                                                        ,LAGUNAS                                                                         ,*,*,17.62,19.8,18,Olva Courier
PER,LAMBAYEQUE                                                                      ,CHICLAYO                                                                        ,MONSEFU                                                                         ,*,*,19.82,22,23.5,Serpost
PER,LAMBAYEQUE                                                                      ,CHICLAYO                                                                        ,NUEVA ARICA                                                                     ,*,*,19.82,22,19.5,Olva Courier
PER,LAMBAYEQUE                                                                      ,CHICLAYO                                                                        ,OYOTUN                                                                          ,*,*,0,2.2,5.5,Serpost
PER,LAMBAYEQUE                                                                      ,CHICLAYO                                                                        ,PICSI                                                                           ,*,*,0,99,0,Recoger en tienda
PER,LAMBAYEQUE                                                                      ,CHICLAYO                                                                        ,PIMENTEL                                                                        ,*,*,0,2.2,6,Olva Courier
PER,LAMBAYEQUE                                                                      ,CHICLAYO                                                                        ,REQUE                                                                           ,*,*,2.22,4.4,7.5,Olva Courier
PER,LAMBAYEQUE                                                                      ,CHICLAYO                                                                        ,SANTA ROSA                                                                      ,*,*,2.22,4.4,7.5,Serpost
PER,LAMBAYEQUE                                                                      ,CHICLAYO                                                                        ,SAÑA                                                                            ,*,*,4.42,6.6,9,Olva Courier
PER,LAMBAYEQUE                                                                      ,CHICLAYO                                                                        ,CAYALTI                                                                         ,*,*,4.42,6.6,9.5,Serpost
PER,LAMBAYEQUE                                                                      ,CHICLAYO                                                                        ,PATAPO                                                                          ,*,*,6.62,8.8,10.5,Olva Courier
PER,LAMBAYEQUE                                                                      ,CHICLAYO                                                                        ,POMALCA                                                                         ,*,*,6.62,8.8,11.5,Serpost
PER,LAMBAYEQUE                                                                      ,CHICLAYO                                                                        ,PUCALA                                                                          ,*,*,8.82,11,12,Olva Courier
PER,LAMBAYEQUE                                                                      ,CHICLAYO                                                                        ,TUMAN                                                                           ,*,*,8.82,11,13.5,Serpost
PER,LAMBAYEQUE                                                                      ,FERREÑAFE                                                                       ,FERREÑAFE                                                                       ,*,*,11.02,13.2,13.5,Olva Courier
